index,date,time,exit_time,hold_mins,dir,entry,sl,t1,t2,t3,risk_pts,exit_price,outcome,r,score,mss,regime,fvg_size,fvg_top,fvg_bottom,hour,minute,weekday,win
NIFTY,2025-04-17,14:15,14:18,3,SHORT,23837.5,23840.7,23831.1,23827.9,23765.6,3.2,23827.9,T2,3.0,12,CHOCH,TRENDING,2.7,0,0,14,15,3,1
NIFTY,2025-04-23,10:06,10:09,3,SHORT,24284.0,24311.0,24230.0,24203.0,24170.0,27.0,24230.0,T1,2.0,15,CHOCH,TRENDING,26.5,0,0,10,6,2,1
NIFTY,2025-04-28,14:18,14:21,3,SHORT,24469.5,24480.0,24453.8,24448.5,24438.0,10.5,24448.5,T2,2.0,13,CHOCH,NEUTRAL,10.0,0,0,14,18,0,1
NIFTY,2025-04-29,12:39,12:42,3,LONG,24429.7,24426.2,24436.7,24440.2,24461.9,3.5,24440.2,T2,3.0,16,CHOCH,TRENDING,3.0,0,0,12,39,1,1
NIFTY,2025-04-29,13:54,13:57,3,SHORT,24457.6,24460.1,24453.8,24452.6,24437.1,2.5,24452.6,T2,2.0,13,CHOCH,NEUTRAL,0.6,0,0,13,54,1,1
NIFTY,2025-04-29,14:30,14:33,3,SHORT,24451.3,24453.8,24447.5,24446.3,24443.8,2.5,24443.8,T3,3.0,15,CHOCH,NEUTRAL,1.8,0,0,14,30,1,1
NIFTY,2025-05-02,13:18,13:21,3,LONG,24386.8,24371.6,24417.2,24432.4,24462.5,15.2,24432.4,T2,3.0,16,CHOCH,TRENDING,14.7,0,0,13,18,4,1
NIFTY,2025-05-02,14:24,14:27,3,SHORT,24434.8,24453.4,24397.6,24379.0,24310.1,18.6,24379.0,T2,3.0,15,BOS,TRENDING,18.1,0,0,14,24,4,1
NIFTY,2025-05-13,11:18,11:21,3,LONG,24790.5,24763.5,24831.0,24844.5,24898.0,27.0,24831.0,T1,1.5,15,CHOCH,NEUTRAL,26.5,0,0,11,18,1,1
NIFTY,2025-05-14,11:45,11:48,3,SHORT,24754.5,24774.0,24715.5,24696.0,24676.5,19.5,24696.0,T2,3.0,12,CHOCH,TRENDING,19.0,0,0,11,45,2,1
NIFTY,2025-05-16,11:33,11:36,3,LONG,25024.6,25004.4,25054.9,25065.0,25085.2,20.2,25054.9,T1,1.5,15,CHOCH,NEUTRAL,19.7,0,0,11,33,4,1
NIFTY,2025-05-16,14:30,14:33,3,SHORT,25069.8,25072.3,25064.8,25062.3,25041.5,2.5,25062.3,T2,3.0,17,CHOCH,TRENDING,1.3,0,0,14,30,4,1
NIFTY,2025-05-21,11:21,11:24,3,SHORT,24964.5,24973.5,24951.0,24946.5,24915.1,9.0,24946.5,T2,2.0,11,CHOCH,NEUTRAL,8.5,0,0,11,21,2,1
NIFTY,2025-05-21,14:21,14:24,3,LONG,24819.5,24810.1,24833.6,24838.3,24900.0,9.4,24838.3,T2,2.0,13,CHOCH,NEUTRAL,8.9,0,0,14,21,2,1
BANKNIFTY,2024-05-24,10:54,10:57,3,LONG,48803.2,48775.5,48844.9,48858.8,48886.5,27.8,48858.8,T2,2.0,13,CHOCH,TRENDING,27.25,0,0,10,54,4,1
BANKNIFTY,2024-05-29,13:57,14:00,3,SHORT,49099.5,49105.1,49093.9,49091.2,49021.3,5.5,49091.2,T2,1.5,14,CHOCH,NEUTRAL,5.05,0,0,13,57,2,1
BANKNIFTY,2024-06-04,13:00,13:03,3,LONG,46942.0,46917.7,46978.4,46990.6,47600.0,24.3,46990.6,T2,2.0,11,CHOCH,TRENDING,23.8,0,0,13,0,1,1
BANKNIFTY,2024-06-07,13:18,13:21,3,SHORT,49881.6,49888.8,49870.8,49867.2,49822.5,7.2,49822.5,T3,8.2,13,CHOCH,TRENDING,6.7,0,0,13,18,4,1
BANKNIFTY,2024-06-07,13:57,14:00,3,SHORT,49900.6,49903.2,49898.0,49896.7,49742.5,2.6,49896.7,T2,1.5,8,BOS,NEUTRAL,2.1,0,0,13,57,4,1
BANKNIFTY,2024-06-11,12:33,12:36,3,SHORT,49875.4,49891.8,49850.8,49842.6,49816.0,16.4,49842.6,T2,2.0,10,BOS,TRENDING,15.9,0,0,12,33,1,1
BANKNIFTY,2024-06-11,14:03,14:06,3,SHORT,49999.5,50033.4,49948.7,49931.7,49836.5,33.9,49931.7,T2,2.0,15,CHOCH,TRENDING,33.4,0,0,14,3,1,1
BANKNIFTY,2024-06-12,12:09,12:12,3,SHORT,50088.3,50113.1,50051.1,50038.7,50013.9,24.8,50038.7,T2,2.0,10,BOS,TRENDING,24.3,0,0,12,9,2,1
BANKNIFTY,2024-06-12,13:33,13:36,3,LONG,49983.0,49954.9,50025.2,50039.2,50067.3,28.1,50025.2,T1,1.5,15,CHOCH,TRENDING,27.6,0,0,13,33,2,1
BANKNIFTY,2024-06-12,14:45,14:48,3,LONG,49984.5,49975.9,49997.3,50001.6,50046.2,8.6,49975.9,SL,-1.0,15,CHOCH,TRENDING,8.05,0,0,14,45,2,0
BANKNIFTY,2024-06-13,11:06,11:09,3,LONG,49949.5,49929.0,49980.2,49990.5,50093.1,20.5,49990.5,T2,2.0,9,CHOCH,TRENDING,20.0,0,0,11,6,3,1
BANKNIFTY,2024-06-13,13:24,13:27,3,SHORT,50019.5,50041.6,49997.4,49986.3,49969.4,22.1,49986.3,T2,1.5,12,BOS,NEUTRAL,21.6,0,0,13,24,3,1
BANKNIFTY,2024-06-14,13:12,13:15,3,LONG,50062.5,50054.0,50075.2,50079.5,50088.3,8.5,50054.0,SL,-1.0,15,CHOCH,TRENDING,8.0,0,0,13,12,4,0
BANKNIFTY,2024-06-14,14:33,14:36,3,LONG,49992.6,49977.8,50014.8,50022.2,50089.2,14.8,50022.2,T2,2.0,15,CHOCH,TRENDING,14.3,0,0,14,33,4,1
BANKNIFTY,2024-06-18,14:39,14:42,3,SHORT,50386.8,50389.3,50383.1,50381.8,50320.1,2.5,50389.3,SL,-1.0,15,BOS,TRENDING,0.35,0,0,14,39,1,0
BANKNIFTY,2024-06-19,10:15,10:18,3,SHORT,51085.3,51133.4,51013.3,50989.2,50374.6,48.0,50989.2,T2,2.0,12,CHOCH,TRENDING,47.55,0,0,10,15,2,1
BANKNIFTY,2024-06-19,11:33,11:36,3,SHORT,50969.7,51000.4,50939.0,50923.7,50827.0,30.7,50923.7,T2,1.5,11,CHOCH,NEUTRAL,30.2,0,0,11,33,2,1
BANKNIFTY,2024-06-20,13:57,14:00,3,SHORT,51727.9,51746.8,51699.5,51690.0,51535.4,18.9,51690.0,T2,2.0,15,CHOCH,TRENDING,18.45,0,0,13,57,3,1
BANKNIFTY,2024-06-24,15:12,15:15,3,LONG,51722.4,51719.9,51724.9,51726.2,51780.8,2.5,51726.2,T2,1.5,15,CHOCH,NEUTRAL,0.05,0,0,15,12,0,1
BANKNIFTY,2024-06-25,14:18,14:21,3,SHORT,52614.5,52640.6,52575.4,52562.4,52400.0,26.1,52562.4,T2,2.0,13,CHOCH,TRENDING,25.55,0,0,14,18,1,1
BANKNIFTY,2024-06-27,10:33,10:36,3,SHORT,53069.5,53095.0,53031.2,53018.5,52705.1,25.5,53018.5,T2,2.0,13,CHOCH,TRENDING,25.0,0,0,10,33,3,1
BANKNIFTY,2024-06-27,12:42,12:45,3,SHORT,53028.1,53037.2,53018.9,53014.4,52948.2,9.1,53014.4,T2,1.5,11,CHOCH,NEUTRAL,8.6,0,0,12,42,3,1
BANKNIFTY,2024-06-27,14:45,14:48,3,LONG,52920.5,52915.7,52927.8,52930.2,52982.5,4.8,52982.5,T3,12.78,14,BOS,TRENDING,4.35,0,0,14,45,3,1
BANKNIFTY,2024-07-02,15:03,15:06,3,SHORT,52388.5,52398.1,52378.9,52374.1,52341.4,9.6,52374.1,T2,1.5,14,CHOCH,NEUTRAL,9.1,0,0,15,3,1,1
BANKNIFTY,2024-07-04,12:48,12:51,3,LONG,53011.4,53002.0,53020.8,53025.5,53044.8,9.4,53044.8,T3,3.55,10,BOS,NEUTRAL,8.9,0,0,12,48,3,1
BANKNIFTY,2024-07-10,12:54,12:57,3,LONG,52260.5,52247.0,52274.0,52280.8,52290.8,13.5,52280.8,T2,1.5,11,CHOCH,NEUTRAL,13.0,0,0,12,54,2,1
BANKNIFTY,2024-07-12,14:21,14:24,3,SHORT,52639.5,52648.2,52630.8,52626.4,52552.8,8.8,52626.4,T2,1.5,15,CHOCH,NEUTRAL,8.25,0,0,14,21,4,1
BANKNIFTY,2024-07-15,14:12,14:15,3,SHORT,52652.1,52659.9,52640.3,52636.3,52602.0,7.8,52636.3,T2,2.0,9,CHOCH,TRENDING,7.35,0,0,14,12,0,1
BANKNIFTY,2024-07-18,15:03,15:06,3,SHORT,52731.1,52755.4,52694.6,52682.4,52658.1,24.4,52682.4,T2,2.0,13,CHOCH,TRENDING,23.85,0,0,15,3,3,1
BANKNIFTY,2024-07-19,11:30,11:33,3,LONG,52281.6,52251.7,52326.4,52341.4,52494.0,29.9,52341.4,T2,2.0,13,CHOCH,TRENDING,29.4,0,0,11,30,4,1
BANKNIFTY,2024-07-19,12:03,12:06,3,LONG,52281.6,52251.7,52311.5,52326.4,52376.8,29.9,52326.4,T2,1.5,13,CHOCH,NEUTRAL,29.4,0,0,12,3,4,1
BANKNIFTY,2024-07-19,13:24,13:27,3,LONG,52252.2,52224.2,52294.2,52308.2,52375.9,28.0,52308.2,T2,2.0,12,BOS,TRENDING,27.5,0,0,13,24,4,1
BANKNIFTY,2024-07-22,10:54,10:57,3,SHORT,52375.0,52380.8,52366.2,52363.3,52318.1,5.8,52363.3,T2,2.0,11,CHOCH,TRENDING,5.35,0,0,10,54,0,1
BANKNIFTY,2024-07-22,12:45,12:48,3,LONG,52207.9,52170.8,52263.5,52282.0,52348.2,37.0,52263.5,T1,1.5,12,BOS,TRENDING,36.55,0,0,12,45,0,1
BANKNIFTY,2024-07-22,14:00,14:03,3,SHORT,52314.5,52340.0,52276.2,52263.5,52238.0,25.5,52276.2,T1,1.5,11,CHOCH,TRENDING,25.0,0,0,14,0,0,1
BANKNIFTY,2024-07-23,13:54,13:57,3,LONG,51690.5,51659.7,51721.3,51736.8,52045.0,30.9,51736.8,T2,1.5,13,CHOCH,NEUTRAL,30.35,0,0,13,54,1,1
BANKNIFTY,2024-07-23,14:27,14:30,3,LONG,51690.5,51659.7,51721.3,51736.8,51949.0,30.9,51736.8,T2,1.5,11,CHOCH,NEUTRAL,30.35,0,0,14,27,1,1
BANKNIFTY,2024-07-24,13:15,13:18,3,LONG,51130.5,51114.7,51154.2,51162.1,51297.0,15.8,51162.1,T2,2.0,14,CHOCH,TRENDING,15.3,0,0,13,15,2,1
BANKNIFTY,2024-07-25,11:24,11:27,3,LONG,50792.8,50775.7,50809.8,50818.3,50993.8,17.1,50818.3,T2,1.5,10,BOS,NEUTRAL,16.55,0,0,11,24,3,1
BANKNIFTY,2024-07-29,14:33,14:36,3,LONG,51450.3,51435.8,51472.1,51479.4,51671.9,14.6,51435.8,SL,-1.0,13,CHOCH,TRENDING,14.05,0,0,14,33,0,0
BANKNIFTY,2024-07-31,10:33,10:36,3,LONG,51540.9,51516.0,51565.8,51578.2,51657.0,24.9,51578.2,T2,1.5,10,BOS,NEUTRAL,24.4,0,0,10,33,2,1
BANKNIFTY,2024-08-01,10:51,10:54,3,SHORT,51937.5,51959.9,51915.1,51903.9,51877.4,22.4,51877.4,T3,2.68,11,BOS,NEUTRAL,21.9,0,0,10,51,3,1
BANKNIFTY,2024-08-01,11:45,11:48,3,SHORT,51932.9,51939.7,51922.9,51919.6,51872.8,6.7,51919.6,T2,2.0,12,CHOCH,TRENDING,6.2,0,0,11,45,3,1
BANKNIFTY,2024-08-01,13:03,13:06,3,LONG,51819.2,51807.2,51837.1,51843.1,51982.4,11.9,51843.1,T2,2.0,15,CHOCH,TRENDING,11.45,0,0,13,3,3,1
BANKNIFTY,2024-08-02,12:03,12:06,3,SHORT,51639.5,51649.4,51624.6,51619.6,51578.8,9.9,51619.6,T2,2.0,13,CHOCH,TRENDING,9.45,0,0,12,3,4,1
BANKNIFTY,2024-08-02,14:27,14:30,3,SHORT,51669.8,51693.0,51635.0,51623.4,51546.1,23.2,51623.4,T2,2.0,11,CHOCH,TRENDING,22.7,0,0,14,27,4,1
BANKNIFTY,2024-08-05,13:24,13:27,3,LONG,50100.8,50058.2,50164.6,50185.9,50320.2,42.5,50185.9,T2,2.0,13,CHOCH,TRENDING,42.05,0,0,13,24,0,1
BANKNIFTY,2024-08-07,12:21,12:24,3,LONG,50095.5,50070.0,50121.0,50133.8,50154.4,25.5,50154.4,T3,2.31,12,BOS,NEUTRAL,25.0,0,0,12,21,2,1
BANKNIFTY,2024-08-07,14:09,14:12,3,LONG,50089.9,50087.4,50092.4,50093.7,50117.6,2.5,50117.6,T3,11.09,13,CHOCH,NEUTRAL,1.3,0,0,14,9,2,1
BANKNIFTY,2024-08-08,10:03,10:06,3,SHORT,50239.5,50242.0,50235.8,50234.5,50171.5,2.5,50171.5,T3,27.2,15,CHOCH,TRENDING,0.85,0,0,10,3,3,1
BANKNIFTY,2024-08-08,10:36,10:39,3,LONG,50125.5,50095.8,50170.0,50184.8,50330.1,29.6,50184.8,T2,2.0,16,CHOCH,TRENDING,29.15,0,0,10,36,3,1
BANKNIFTY,2024-08-08,12:57,13:00,3,SHORT,50360.5,50394.2,50310.0,50293.2,50259.6,33.6,50259.6,T3,3.0,12,BOS,TRENDING,33.15,0,0,12,57,3,1
BANKNIFTY,2024-08-12,13:15,13:18,3,SHORT,50880.2,50894.8,50865.8,50858.5,50791.0,14.5,50858.5,T2,1.5,9,CHOCH,NEUTRAL,14.0,0,0,13,15,0,1
BANKNIFTY,2024-08-12,14:21,14:24,3,SHORT,50932.5,50947.6,50909.9,50902.4,50817.0,15.1,50902.4,T2,2.0,15,CHOCH,TRENDING,14.55,0,0,14,21,0,1
BANKNIFTY,2024-08-13,11:39,11:42,3,LONG,50530.4,50527.9,50532.9,50534.2,50551.6,2.5,50527.9,SL,-1.0,12,CHOCH,NEUTRAL,1.15,0,0,11,39,1,0
BANKNIFTY,2024-08-16,14:33,14:36,3,SHORT,50634.5,50664.0,50590.2,50575.5,50495.1,29.5,50590.2,T1,1.5,13,CHOCH,TRENDING,29.0,0,0,14,33,4,1
BANKNIFTY,2024-08-16,15:06,15:21,15,SHORT,50634.5,50664.0,50590.2,50575.5,50546.0,29.5,50617.2,EOD,0.59,13,CHOCH,TRENDING,29.0,0,0,15,6,4,1
BANKNIFTY,2024-08-22,12:12,12:15,3,SHORT,51065.2,51071.9,51054.9,51051.6,50963.2,6.8,51051.6,T2,2.0,16,CHOCH,TRENDING,6.3,0,0,12,12,3,1
BANKNIFTY,2024-08-22,13:27,13:30,3,SHORT,51064.6,51071.6,51057.6,51054.1,51028.9,7.0,51054.1,T2,1.5,14,CHOCH,NEUTRAL,6.5,0,0,13,27,3,1
BANKNIFTY,2024-08-29,11:45,11:48,3,SHORT,51492.6,51498.6,51483.6,51480.6,51474.6,6.0,51474.6,T3,3.0,13,BOS,TRENDING,5.5,0,0,11,45,3,1
BANKNIFTY,2024-08-29,14:54,14:57,3,LONG,51421.1,51381.2,51480.9,51500.9,51597.5,39.9,51500.9,T2,2.0,12,BOS,TRENDING,39.4,0,0,14,54,3,1
BANKNIFTY,2024-08-30,14:27,14:30,3,SHORT,51715.4,51732.7,51689.5,51680.9,51663.3,17.2,51680.9,T2,2.0,15,CHOCH,TRENDING,16.75,0,0,14,27,4,1
BANKNIFTY,2024-09-02,11:24,11:27,3,LONG,51645.5,51639.0,51655.2,51658.5,51680.0,6.5,51658.5,T2,2.0,14,BOS,TRENDING,6.0,0,0,11,24,0,1
BANKNIFTY,2024-09-03,13:57,14:00,3,SHORT,51649.5,51661.6,51631.3,51625.3,51613.2,12.1,51625.3,T2,2.0,15,CHOCH,TRENDING,11.6,0,0,13,57,1,1
BANKNIFTY,2024-09-10,10:03,10:06,3,SHORT,51230.6,51247.4,51205.3,51196.9,51043.5,16.9,51196.9,T2,2.0,13,BOS,TRENDING,16.35,0,0,10,3,1,1
BANKNIFTY,2024-09-11,13:27,13:30,3,LONG,51285.4,51275.0,51301.1,51306.3,51340.6,10.4,51306.3,T2,2.0,11,CHOCH,TRENDING,9.95,0,0,13,27,2,1
BANKNIFTY,2024-09-13,13:33,13:36,3,SHORT,51924.7,51930.3,51916.2,51913.3,51779.9,5.7,51913.3,T2,2.0,15,BOS,TRENDING,5.15,0,0,13,33,4,1
BANKNIFTY,2024-09-16,10:42,10:45,3,SHORT,52230.1,52236.1,52224.0,52221.0,52192.7,6.0,52221.0,T2,1.5,9,CHOCH,NEUTRAL,5.55,0,0,10,42,0,1
BANKNIFTY,2024-09-17,13:21,13:24,3,SHORT,52329.5,52335.0,52324.0,52321.2,52297.1,5.5,52335.0,SL,-1.0,15,CHOCH,NEUTRAL,5.0,0,0,13,21,1,0
BANKNIFTY,2024-09-18,13:36,13:39,3,SHORT,52787.2,52806.2,52758.7,52749.2,52685.0,19.0,52749.2,T2,2.0,12,BOS,TRENDING,18.5,0,0,13,36,2,1
BANKNIFTY,2024-09-24,13:33,13:36,3,SHORT,54149.5,54161.0,54132.2,54126.5,54114.7,11.5,54126.5,T2,2.0,10,BOS,TRENDING,11.0,0,0,13,33,1,1
BANKNIFTY,2024-09-24,14:24,14:27,3,SHORT,54172.1,54190.3,54144.7,54135.6,54111.5,18.2,54111.5,T3,3.32,15,CHOCH,TRENDING,17.75,0,0,14,24,1,1
BANKNIFTY,2024-09-25,10:21,10:24,3,LONG,53998.9,53993.5,54004.4,54007.1,54055.5,5.5,54055.5,T3,10.37,16,CHOCH,NEUTRAL,4.95,0,0,10,21,2,1
BANKNIFTY,2024-10-01,14:51,14:54,3,LONG,53365.4,53360.6,53372.7,53375.2,53455.3,4.8,53375.2,T2,2.0,15,CHOCH,TRENDING,4.35,0,0,14,51,1,1
BANKNIFTY,2024-10-08,12:06,12:09,3,SHORT,51352.0,51355.0,51347.5,51346.0,51150.0,3.0,51355.0,SL,-1.0,13,BOS,TRENDING,2.5,0,0,12,6,1,0
BANKNIFTY,2024-10-08,12:39,12:42,3,SHORT,51354.5,51367.6,51334.8,51328.3,51252.8,13.1,51328.3,T2,2.0,11,BOS,TRENDING,12.6,0,0,12,39,1,1
BANKNIFTY,2024-10-08,14:33,14:36,3,SHORT,51490.5,51510.1,51470.9,51461.2,51258.9,19.6,51461.2,T2,1.5,15,BOS,NEUTRAL,19.05,0,0,14,33,1,1
BANKNIFTY,2024-10-14,13:33,13:36,3,LONG,51934.4,51919.7,51949.1,51956.4,51984.0,14.7,51984.0,T3,3.37,12,BOS,NEUTRAL,14.2,0,0,13,33,0,1
BANKNIFTY,2024-10-15,13:03,13:06,3,SHORT,52080.6,52105.7,52042.9,52030.3,51987.4,25.1,52030.3,T2,2.0,14,CHOCH,TRENDING,24.6,0,0,13,3,1,1
BANKNIFTY,2024-10-17,11:54,11:57,3,LONG,51430.4,51408.1,51463.9,51475.1,51615.3,22.4,51475.1,T2,2.0,15,CHOCH,TRENDING,21.85,0,0,11,54,3,1
BANKNIFTY,2024-10-18,15:06,15:09,3,SHORT,52286.9,52293.6,52276.8,52273.5,52254.7,6.7,52293.6,SL,-1.0,13,CHOCH,TRENDING,6.2,0,0,15,6,4,0
BANKNIFTY,2024-10-22,14:12,14:15,3,LONG,51698.6,51660.1,51737.0,51756.2,51886.8,38.5,51756.2,T2,1.5,12,BOS,NEUTRAL,37.95,0,0,14,12,1,1
BANKNIFTY,2024-10-24,12:06,12:09,3,SHORT,51758.2,51782.2,51734.3,51722.3,51672.6,23.9,51722.3,T2,1.5,12,BOS,NEUTRAL,23.45,0,0,12,6,3,1
BANKNIFTY,2024-10-25,13:24,13:27,3,SHORT,50668.5,50691.9,50645.1,50633.3,50581.5,23.4,50633.3,T2,1.5,13,CHOCH,NEUTRAL,22.95,0,0,13,24,4,1
BANKNIFTY,2024-10-28,12:45,12:48,3,SHORT,51481.7,51527.2,51413.5,51390.8,51300.0,45.5,51390.8,T2,2.0,12,CHOCH,TRENDING,44.95,0,0,12,45,0,1
BANKNIFTY,2024-10-29,10:33,10:36,3,SHORT,51490.9,51516.2,51453.0,51440.3,51307.2,25.3,51440.3,T2,2.0,15,CHOCH,TRENDING,24.8,0,0,10,33,1,1
BANKNIFTY,2024-10-30,11:27,11:30,3,LONG,51959.3,51928.5,51990.2,52005.6,52095.0,30.9,52005.6,T2,1.5,9,BOS,NEUTRAL,30.35,0,0,11,27,2,1
BANKNIFTY,2024-11-04,13:12,13:15,3,LONG,51369.4,51360.1,51383.5,51388.2,51439.8,9.3,51388.2,T2,2.0,12,BOS,TRENDING,8.85,0,0,13,12,0,1
BANKNIFTY,2024-11-06,11:06,11:09,3,SHORT,52563.7,52578.3,52541.7,52534.3,52452.5,14.7,52534.3,T2,2.0,11,CHOCH,TRENDING,14.15,0,0,11,6,2,1
BANKNIFTY,2024-11-06,13:24,13:36,12,SHORT,52614.5,52634.1,52585.2,52575.4,52555.8,19.6,52634.1,SL,-1.0,12,BOS,TRENDING,19.05,0,0,13,24,2,0
BANKNIFTY,2024-11-08,12:18,12:21,3,LONG,51775.1,51753.6,51807.2,51817.9,51918.7,21.4,51817.9,T2,2.0,13,CHOCH,TRENDING,20.95,0,0,12,18,4,1
BANKNIFTY,2024-11-11,15:12,15:15,3,LONG,52110.5,52100.0,52126.2,52131.5,52145.2,10.5,52100.0,SL,-1.0,15,CHOCH,TRENDING,10.0,0,0,15,12,0,0
BANKNIFTY,2024-11-13,12:27,12:30,3,LONG,50880.4,50852.8,50908.2,50922.0,50935.8,27.7,50908.2,T1,1.0,15,BOS,NEUTRAL,27.2,0,0,12,27,2,1
BANKNIFTY,2024-11-18,15:15,15:18,3,LONG,50415.5,50401.7,50436.2,50443.1,50499.7,13.8,50443.1,T2,2.0,15,CHOCH,TRENDING,13.3,0,0,15,15,0,1
